ID,Word,Sentence,Correct Sense,Definition
1763,sound,He recorded the sound of the waterfall for his documentary.,vibration heard,vibrations that travel through the air and are heard by the ear
1764,sound,She was woken by an unusual sound in the middle of the night.,vibration heard,vibrations that travel through the air and are heard by the ear
1765,sound,He muted the sound on the television to take the call.,vibration heard,vibrations that travel through the air and are heard by the ear
1766,sound,She found the constant hum of the machine an irritating sound.,vibration heard,vibrations that travel through the air and are heard by the ear
1767,sound,He tested the sound level before the concert began.,vibration heard,vibrations that travel through the air and are heard by the ear
1768,sound,She identified the bird from its distinctive sound.,vibration heard,vibrations that travel through the air and are heard by the ear
1769,sound,He turned down the sound so as not to disturb the others.,vibration heard,vibrations that travel through the air and are heard by the ear
1770,sound,She described the sound as hollow and eerie.,vibration heard,vibrations that travel through the air and are heard by the ear
1771,sound,The doctor confirmed that her health was perfectly sound.,in good condition,"in good condition, showing good judgment, or healthy"
1772,sound,He offered sound advice based on years of experience.,in good condition,"in good condition, showing good judgment, or healthy"
1773,sound,She made a sound argument that convinced the committee.,in good condition,"in good condition, showing good judgment, or healthy"
1774,sound,He checked that the structure was sound before entering.,in good condition,"in good condition, showing good judgment, or healthy"
1775,sound,She felt sound in mind and body after the break.,in good condition,"in good condition, showing good judgment, or healthy"
1776,sound,He gave sound financial advice to all his clients.,in good condition,"in good condition, showing good judgment, or healthy"
1777,sound,She chose the most sound approach available.,in good condition,"in good condition, showing good judgment, or healthy"
1778,sound,He was pleased that the foundations of the house were sound.,in good condition,"in good condition, showing good judgment, or healthy"
1779,sound,She applied sound judgment throughout the crisis.,in good condition,"in good condition, showing good judgment, or healthy"
1780,sound,He assured her that the investment was perfectly sound.,in good condition,"in good condition, showing good judgment, or healthy"
1781,sound,She checked that the legal basis for the claim was sound.,in good condition,"in good condition, showing good judgment, or healthy"
